Product URL,Product Name,Product Price,Rating,Number of reviews,Manufacturer,ASIN
https://www.amazon.in//BIGBERRY-Backpack-Multiple-Compartments-organiser/dp/B0CQRBBWP3/ref=sr_1_19?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.ALbzkmgd5dk4v0VkguOmjs1mf-XlOMzh6y4X63owwMDHjLp7zG6DnWBxk6ny_2Yc9FWIAM0kNSQK9IyFcQvsj6-OjEUd3QAszStx6PToWnIs5ae6DGn3GZyEBJHdPWw7CGQbIrgXRNLd3fnu8nXsc25g2UI1Rj7R2-g29xAXYzkzeXYHyM6qjDDGS10Zc-1btIAMLLPHD05EiC-7ZhRCHnKwk5YJTnDsSD78kzgDAx0.51cGX4MVmAGvnNBtIAAtpQ-ZYL8wms5hiaVpmFz0qZ4&dib_tag=se&keywords=bags&qid=1726251376&sprefix=ba%2Caps%2C283&sr=8-19,BIGBERRY Newage Rodeo 28 Ltrs leatherite/faux leather Backpack with Multiple Compartments & organiser  ,₹899,4.1 out of 5 stars,273,"EVON ENTERPRISES, 8595758076",B0CQRBBWP3
https://www.amazon.in//Impulse-V2-Elite-Resistant-Backpack/dp/B0D53HG3T5/ref=sr_1_20?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.ALbzkmgd5dk4v0VkguOmjs1mf-XlOMzh6y4X63owwMDHjLp7zG6DnWBxk6ny_2Yc9FWIAM0kNSQK9IyFcQvsj6-OjEUd3QAszStx6PToWnIs5ae6DGn3GZyEBJHdPWw7CGQbIrgXRNLd3fnu8nXsc25g2UI1Rj7R2-g29xAXYzkzeXYHyM6qjDDGS10Zc-1btIAMLLPHD05EiC-7ZhRCHnKwk5YJTnDsSD78kzgDAx0.51cGX4MVmAGvnNBtIAAtpQ-ZYL8wms5hiaVpmFz0qZ4&dib_tag=se&keywords=bags&qid=1726251376&sprefix=ba%2Caps%2C283&sr=8-20,Impulse EmpowerElite 25L Unisex Water Resistant Travel Laptop Backpack with USB Charging Port/Office Bag/School Bag/College Bag/Business Bag Fits Up to 16 Inch Laptop with 1 Year Warranty (Blue)  ,₹565,3.9 out of 5 stars,253,"Impulse Travel Gears Private Limited, Impulse Travel Gears Private Limited - contactenvision@gmail.com",B0D53HG3T5
https://www.amazon.in//AmazonBasics-Mini-Backpack-Outdoor-Metallic/dp/B0BRKH9LSW/ref=sr_1_21?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.ALbzkmgd5dk4v0VkguOmjs1mf-XlOMzh6y4X63owwMDHjLp7zG6DnWBxk6ny_2Yc9FWIAM0kNSQK9IyFcQvsj6-OjEUd3QAszStx6PToWnIs5ae6DGn3GZyEBJHdPWw7CGQbIrgXRNLd3fnu8nXsc25g2UI1Rj7R2-g29xAXYzkzeXYHyM6qjDDGS10Zc-1btIAMLLPHD05EiC-7ZhRCHnKwk5YJTnDsSD78kzgDAx0.51cGX4MVmAGvnNBtIAAtpQ-ZYL8wms5hiaVpmFz0qZ4&dib_tag=se&keywords=bags&qid=1726251376&sprefix=ba%2Caps%2C283&sr=8-21,amazon basics - Mini Backpack for Outdoor Use (12 l) (Metallic Grey)  ,₹279,3.7 out of 5 stars,"2,086",IRIS TECH,B0BRKH9LSW
https://www.amazon.in//Wesley-Raincover-Internal-Organiser-Backpack/dp/B0D37BRN7X/ref=sr_1_22?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.ALbzkmgd5dk4v0VkguOmjs1mf-XlOMzh6y4X63owwMDHjLp7zG6DnWBxk6ny_2Yc9FWIAM0kNSQK9IyFcQvsj6-OjEUd3QAszStx6PToWnIs5ae6DGn3GZyEBJHdPWw7CGQbIrgXRNLd3fnu8nXsc25g2UI1Rj7R2-g29xAXYzkzeXYHyM6qjDDGS10Zc-1btIAMLLPHD05EiC-7ZhRCHnKwk5YJTnDsSD78kzgDAx0.51cGX4MVmAGvnNBtIAAtpQ-ZYL8wms5hiaVpmFz0qZ4&dib_tag=se&keywords=bags&qid=1726251376&sprefix=ba%2Caps%2C283&sr=8-22,Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Backpack  ,₹649,4.1 out of 5 stars,"2,766","Wesley, Longani Trading Company",B0D37BRN7X
https://www.amazon.in//Lunars-Comet-Resistant-Casual-Backpack/dp/B06Y66HWPB/ref=sr_1_23?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.ALbzkmgd5dk4v0VkguOmjs1mf-XlOMzh6y4X63owwMDHjLp7zG6DnWBxk6ny_2Yc9FWIAM0kNSQK9IyFcQvsj6-OjEUd3QAszStx6PToWnIs5ae6DGn3GZyEBJHdPWw7CGQbIrgXRNLd3fnu8nXsc25g2UI1Rj7R2-g29xAXYzkzeXYHyM6qjDDGS10Zc-1btIAMLLPHD05EiC-7ZhRCHnKwk5YJTnDsSD78kzgDAx0.51cGX4MVmAGvnNBtIAAtpQ-ZYL8wms5hiaVpmFz0qZ4&dib_tag=se&keywords=bags&qid=1726251376&sprefix=ba%2Caps%2C283&sr=8-23,Lunar's Comet 35L Water Resistant Travel Bagpack/College Backpack/School Bag/Office Bag/Business Backpack/Daypack for Men and Women with 1 Year Warranty  ,₹849,4.0 out of 5 stars,"14,745","Lunar's, Akshaya Rubbers, Hebbal Industrial Area, Mysore",B06Y66HWPB
https://www.amazon.in//Storite-Pack-Big-Underbed-Moisture/dp/B07B8K3RQK/ref=sr_1_24?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.ALbzkmgd5dk4v0VkguOmjs1mf-XlOMzh6y4X63owwMDHjLp7zG6DnWBxk6ny_2Yc9FWIAM0kNSQK9IyFcQvsj6-OjEUd3QAszStx6PToWnIs5ae6DGn3GZyEBJHdPWw7CGQbIrgXRNLd3fnu8nXsc25g2UI1Rj7R2-g29xAXYzkzeXYHyM6qjDDGS10Zc-1btIAMLLPHD05EiC-7ZhRCHnKwk5YJTnDsSD78kzgDAx0.51cGX4MVmAGvnNBtIAAtpQ-ZYL8wms5hiaVpmFz0qZ4&dib_tag=se&keywords=bags&qid=1726251376&sprefix=ba%2Caps%2C283&sr=8-24,"Storite 2 Pack Moisture Proof Nylon Large Size Underbed Storage Bag For Clothes (54 x 46 x 28 cm) - Black, Rectangular  ",₹599,4.4 out of 5 stars,"20,897",SaiTech IT Pvt Ltd.,B07B8K3RQK
https://www.amazon.in//Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B0821PN8L4/ref=sr_1_25?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.ALbzkmgd5dk4v0VkguOmjs1mf-XlOMzh6y4X63owwMDHjLp7zG6DnWBxk6ny_2Yc9FWIAM0kNSQK9IyFcQvsj6-OjEUd3QAszStx6PToWnIs5ae6DGn3GZyEBJHdPWw7CGQbIrgXRNLd3fnu8nXsc25g2UI1Rj7R2-g29xAXYzkzeXYHyM6qjDDGS10Zc-1btIAMLLPHD05EiC-7ZhRCHnKwk5YJTnDsSD78kzgDAx0.51cGX4MVmAGvnNBtIAAtpQ-ZYL8wms5hiaVpmFz0qZ4&dib_tag=se&keywords=bags&qid=1726251376&sprefix=ba%2Caps%2C283&sr=8-25,"Amazon Brand - Presto! Garbage Bags Medium 180 Count|19 x 21 inches Black , For Dry & Wet waste|30 bags/roll (Pack of 6)  ",₹385,4.4 out of 5 stars,"47,149","Narendar Plastics Pvt.Ltd, Narendar Plastics Pvt.Ltd , Survey no.436/1&2, Village Dabhel,Daman-396210(U.T.) Ph no :+91-22-26852500",B0821PN8L4
https://www.amazon.in//Glowic-Unisexs-Backpack-Collage-WBAG-94/dp/B0CY8NLVMK/ref=sr_1_26?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.ALbzkmgd5dk4v0VkguOmjs1mf-XlOMzh6y4X63owwMDHjLp7zG6DnWBxk6ny_2Yc9FWIAM0kNSQK9IyFcQvsj6-OjEUd3QAszStx6PToWnIs5ae6DGn3GZyEBJHdPWw7CGQbIrgXRNLd3fnu8nXsc25g2UI1Rj7R2-g29xAXYzkzeXYHyM6qjDDGS10Zc-1btIAMLLPHD05EiC-7ZhRCHnKwk5YJTnDsSD78kzgDAx0.51cGX4MVmAGvnNBtIAAtpQ-ZYL8wms5hiaVpmFz0qZ4&dib_tag=se&keywords=bags&qid=1726251376&sprefix=ba%2Caps%2C283&sr=8-26,Glowic Unisex's Backpack Collage Women Black Bags for School (WBAG-94) Medium  ,₹809,4.1 out of 5 stars,153,"A D HOUSE, A D House",B0CY8NLVMK
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo2NTY3NDkwNTIyNTY3MjYyOjE3MjYyNTEzNzc6c3BfbXRmOjMwMDMzNDU0MjUzMjIzMjo6MDo6&url=%2FLaptop-Backpack-Unisex-College-BLACK-GREY%2Fdp%2FB09VTKD63M%2Fref%3Dsr_1_27_sspa%3Fcrid%3D2M096C61O4MLT%26dib%3DeyJ2IjoiMSJ9.ALbzkmgd5dk4v0VkguOmjs1mf-XlOMzh6y4X63owwMDHjLp7zG6DnWBxk6ny_2Yc9FWIAM0kNSQK9IyFcQvsj6-OjEUd3QAszStx6PToWnIs5ae6DGn3GZyEBJHdPWw7CGQbIrgXRNLd3fnu8nXsc25g2UI1Rj7R2-g29xAXYzkzeXYHyM6qjDDGS10Zc-1btIAMLLPHD05EiC-7ZhRCHnKwk5YJTnDsSD78kzgDAx0.51cGX4MVmAGvnNBtIAAtpQ-ZYL8wms5hiaVpmFz0qZ4%26dib_tag%3Dse%26keywords%3Dbags%26qid%3D1726251376%26sprefix%3Dba%252Caps%252C283%26sr%3D8-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Fellow Large 45 L Laptop Backpack Large 45L Unisex Laptop Backpack |School Bag| |College Bag||Backpack  ,₹649,3.9 out of 5 stars,135,Fellow,B09VTKD63M
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo2NTY3NDkwNTIyNTY3MjYyOjE3MjYyNTEzNzc6c3BfbXRmOjMwMDMzNDQ0MTQ1NjgzMjo6MDo6&url=%2FUnisex-Brown-Checked-Laptop-Shoulder%2Fdp%2FB0CGVLHPJY%2Fref%3Dsr_1_28_sspa%3Fcrid%3D2M096C61O4MLT%26dib%3DeyJ2IjoiMSJ9.ALbzkmgd5dk4v0VkguOmjs1mf-XlOMzh6y4X63owwMDHjLp7zG6DnWBxk6ny_2Yc9FWIAM0kNSQK9IyFcQvsj6-OjEUd3QAszStx6PToWnIs5ae6DGn3GZyEBJHdPWw7CGQbIrgXRNLd3fnu8nXsc25g2UI1Rj7R2-g29xAXYzkzeXYHyM6qjDDGS10Zc-1btIAMLLPHD05EiC-7ZhRCHnKwk5YJTnDsSD78kzgDAx0.51cGX4MVmAGvnNBtIAAtpQ-ZYL8wms5hiaVpmFz0qZ4%26dib_tag%3Dse%26keywords%3Dbags%26qid%3D1726251376%26sprefix%3Dba%252Caps%252C283%26sr%3D8-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,STOK Unisex Brown Checked Laptop Bag With Shoulder Sling  ,"₹2,499",5.0 out of 5 stars,1,Stok,B0CGVLHPJY
https://www.amazon.in//Wesley-Raincover-Internal-Organiser-Backpack/dp/B0D5QTFT2T/ref=sr_1_29?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.ALbzkmgd5dk4v0VkguOmjs1mf-XlOMzh6y4X63owwMDHjLp7zG6DnWBxk6ny_2Yc9FWIAM0kNSQK9IyFcQvsj6-OjEUd3QAszStx6PToWnIs5ae6DGn3GZyEBJHdPWw7CGQbIrgXRNLd3fnu8nXsc25g2UI1Rj7R2-g29xAXYzkzeXYHyM6qjDDGS10Zc-1btIAMLLPHD05EiC-7ZhRCHnKwk5YJTnDsSD78kzgDAx0.51cGX4MVmAGvnNBtIAAtpQ-ZYL8wms5hiaVpmFz0qZ4&dib_tag=se&keywords=bags&qid=1726251376&sprefix=ba%2Caps%2C283&sr=8-29,Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Backpack  ,₹649,4.1 out of 5 stars,"2,766","Wesley, Longani Trading Company",B0D5QTFT2T
https://www.amazon.in//Gear-Vintage2-Leather-Backpack-LBPVG2LTH0201/dp/B07G4D13L7/ref=sr_1_30?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.ALbzkmgd5dk4v0VkguOmjs1mf-XlOMzh6y4X63owwMDHjLp7zG6DnWBxk6ny_2Yc9FWIAM0kNSQK9IyFcQvsj6-OjEUd3QAszStx6PToWnIs5ae6DGn3GZyEBJHdPWw7CGQbIrgXRNLd3fnu8nXsc25g2UI1Rj7R2-g29xAXYzkzeXYHyM6qjDDGS10Zc-1btIAMLLPHD05EiC-7ZhRCHnKwk5YJTnDsSD78kzgDAx0.51cGX4MVmAGvnNBtIAAtpQ-ZYL8wms5hiaVpmFz0qZ4&dib_tag=se&keywords=bags&qid=1726251376&sprefix=ba%2Caps%2C283&sr=8-30,Gear Vintage2 28L Medium Faux Leather Water Resistant Anti Theft Laptop Backpack/Office Backpack for Men/Women - Brown  ,₹989,4.3 out of 5 stars,"13,248","Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366",B07G4D13L7
https://www.amazon.in//Wesley-Milestone-Waterproof-Backpack-Business/dp/B07K8KLB3P/ref=sr_1_31?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.ALbzkmgd5dk4v0VkguOmjs1mf-XlOMzh6y4X63owwMDHjLp7zG6DnWBxk6ny_2Yc9FWIAM0kNSQK9IyFcQvsj6-OjEUd3QAszStx6PToWnIs5ae6DGn3GZyEBJHdPWw7CGQbIrgXRNLd3fnu8nXsc25g2UI1Rj7R2-g29xAXYzkzeXYHyM6qjDDGS10Zc-1btIAMLLPHD05EiC-7ZhRCHnKwk5YJTnDsSD78kzgDAx0.51cGX4MVmAGvnNBtIAAtpQ-ZYL8wms5hiaVpmFz0qZ4&dib_tag=se&keywords=bags&qid=1726251376&sprefix=ba%2Caps%2C283&sr=8-31,Wesley Unisex Milestone Casual Waterproof Laptop Office School College Business Travel Backpack (Dimensions: 12.5x18 inches) (Compatible with 15.6 inch laptops)  ,₹399,4.2 out of 5 stars,"15,170","Wesley, Longani Trading Company, F-82, Sector-1, Bawana Industrial Area, Delhi-110039",B07K8KLB3P
https://www.amazon.in//Wildcraft-Wolf_Blk-Casual-Backpack-11629-Wolf_Blk/dp/B079DDT65R/ref=sr_1_32?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.ALbzkmgd5dk4v0VkguOmjs1mf-XlOMzh6y4X63owwMDHjLp7zG6DnWBxk6ny_2Yc9FWIAM0kNSQK9IyFcQvsj6-OjEUd3QAszStx6PToWnIs5ae6DGn3GZyEBJHdPWw7CGQbIrgXRNLd3fnu8nXsc25g2UI1Rj7R2-g29xAXYzkzeXYHyM6qjDDGS10Zc-1btIAMLLPHD05EiC-7ZhRCHnKwk5YJTnDsSD78kzgDAx0.51cGX4MVmAGvnNBtIAAtpQ-ZYL8wms5hiaVpmFz0qZ4&dib_tag=se&keywords=bags&qid=1726251376&sprefix=ba%2Caps%2C283&sr=8-32,Wildcraft Nylon 44 Ltrs Casual Backpack (11629-Wolf_Black)  ,"₹1,545",4.3 out of 5 stars,"6,641","Wildcraft, Wildcraft, No. 4AC-401, 2nd Block, Hennur Road, BDA Layout, Bangalore City Corporation Ward No. 89, Kammanahalli, Bengaluru, Karnataka 560084; Phome: 9930076456",B079DDT65R
https://www.amazon.in//ADISA-Casual-Backpack-College-BP057-NAV/dp/B0D3C9FJ2J/ref=sr_1_33?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.ALbzkmgd5dk4v0VkguOmjs1mf-XlOMzh6y4X63owwMDHjLp7zG6DnWBxk6ny_2Yc9FWIAM0kNSQK9IyFcQvsj6-OjEUd3QAszStx6PToWnIs5ae6DGn3GZyEBJHdPWw7CGQbIrgXRNLd3fnu8nXsc25g2UI1Rj7R2-g29xAXYzkzeXYHyM6qjDDGS10Zc-1btIAMLLPHD05EiC-7ZhRCHnKwk5YJTnDsSD78kzgDAx0.51cGX4MVmAGvnNBtIAAtpQ-ZYL8wms5hiaVpmFz0qZ4&dib_tag=se&keywords=bags&qid=1726251376&sprefix=ba%2Caps%2C283&sr=8-33,ADISA Casual Backpack School College Bag Pack (BP057)  ,₹399,4.8 out of 5 stars,5,"ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com",B0D3C9FJ2J
https://www.amazon.in//Swiss-Military-Collection-Backpack-LBP76/dp/B07Y916W4P/ref=sr_1_34?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.ALbzkmgd5dk4v0VkguOmjs1mf-XlOMzh6y4X63owwMDHjLp7zG6DnWBxk6ny_2Yc9FWIAM0kNSQK9IyFcQvsj6-OjEUd3QAszStx6PToWnIs5ae6DGn3GZyEBJHdPWw7CGQbIrgXRNLd3fnu8nXsc25g2UI1Rj7R2-g29xAXYzkzeXYHyM6qjDDGS10Zc-1btIAMLLPHD05EiC-7ZhRCHnKwk5YJTnDsSD78kzgDAx0.51cGX4MVmAGvnNBtIAAtpQ-ZYL8wms5hiaVpmFz0qZ4&dib_tag=se&keywords=bags&qid=1726251376&sprefix=ba%2Caps%2C283&sr=8-34,"Swiss Military Laptop Backpack with USB Charging Port/Aux Port, Breathable EVA back, Water & Wear Resistant, Travel Backpack for Men, Women, Kids | Bagpacker Bag for Men, 31 liters, Black, 1  ","₹2,446",3.7 out of 5 stars,561,Swiss Military,B07Y916W4P
